feedback_id,viewing_id,applicant_id,property_id,timestamp,rating,sentiment,objections,comments
F-1235,V-1426,A-1395,P-2372,2026-08-02 14:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1236,V-1428,A-1395,P-2901,2026-08-10 14:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1237,V-1429,A-1395,P-2722,2026-05-23 12:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1238,V-1430,A-1396,P-1738,2026-05-31 09:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1239,V-1431,A-1396,P-2927,2026-06-16 15:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1240,V-1432,A-1396,P-1315,2026-06-11 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1241,V-1433,A-1397,P-1186,2026-06-15 16:00:00,4,0.5,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1242,V-1434,A-1398,P-2324,2026-06-26 16:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1243,V-1435,A-1398,P-1874,2026-07-13 12:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1244,V-1437,A-1398,P-1729,2026-05-24 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1245,V-1438,A-1398,P-1092,2026-07-06 10:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1246,V-1439,A-1399,P-1594,2026-07-14 10:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1247,V-1440,A-1399,P-1133,2026-07-09 15:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1248,V-1441,A-1399,P-1208,2026-06-14 11:00:00,2,-0.5,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1249,V-1442,A-1399,P-2827,2026-05-30 13:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1250,V-1443,A-1400,P-1012,2026-07-14 16:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1251,V-1444,A-1400,P-2899,2026-07-05 10:00:00,3,0.0,PRICE|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1252,V-1445,A-1400,P-2211,2026-05-19 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1253,V-1446,A-1400,P-1540,2026-06-01 16:00:00,3,0.0,TRANSPORT,Applicant had reservations and asked for better matching alternatives.
F-1254,V-1447,A-1401,P-2880,2026-05-28 16:00:00,4,0.5,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1255,V-1448,A-1401,P-1166,2026-05-31 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1256,V-1449,A-1401,P-1099,2026-07-22 14:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1257,V-1450,A-1401,P-2752,2026-05-19 13:00:00,5,1.0,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1258,V-1451,A-1402,P-1644,2026-07-31 14:00:00,2,-0.5,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1259,V-1452,A-1402,P-2448,2026-07-05 12:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1260,V-1453,A-1402,P-1096,2026-08-10 10:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1261,V-1454,A-1403,P-2137,2026-06-01 14:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1262,V-1455,A-1403,P-1342,2026-05-30 12:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1263,V-1456,A-1403,P-1649,2026-05-20 16:00:00,5,1.0,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1264,V-1457,A-1403,P-1700,2026-08-09 16:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1265,V-1458,A-1403,P-1137,2026-05-18 12:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1266,V-1459,A-1404,P-1005,2026-08-02 17:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1267,V-1460,A-1404,P-2879,2026-08-06 09:00:00,1,-1.0,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1268,V-1461,A-1404,P-1963,2026-06-01 12:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1269,V-1462,A-1404,P-1880,2026-05-21 12:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1270,V-1463,A-1404,P-2752,2026-07-22 15:00:00,1,-1.0,PRICE|CONDITION|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1271,V-1464,A-1405,P-2670,2026-06-01 12:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1272,V-1465,A-1405,P-1957,2026-08-03 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1273,V-1466,A-1405,P-1842,2026-06-19 15:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1274,V-1467,A-1405,P-2736,2026-07-27 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1275,V-1468,A-1405,P-1204,2026-07-17 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1276,V-1469,A-1406,P-2247,2026-05-07 17:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1277,V-1470,A-1406,P-1237,2026-07-05 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1278,V-1471,A-1406,P-2158,2026-07-10 10:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1279,V-1472,A-1407,P-1514,2026-06-17 14:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1280,V-1473,A-1407,P-2130,2026-07-05 11:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1281,V-1474,A-1407,P-2495,2026-08-09 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1282,V-1475,A-1407,P-2509,2026-07-11 11:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1283,V-1476,A-1407,P-1974,2026-07-06 11:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1284,V-1478,A-1408,P-2494,2026-08-06 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1285,V-1479,A-1408,P-2412,2026-08-10 13:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1286,V-1481,A-1408,P-2873,2026-07-01 10:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1287,V-1483,A-1409,P-2830,2026-08-04 12:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1288,V-1484,A-1409,P-1902,2026-06-05 12:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1289,V-1485,A-1410,P-1473,2026-07-14 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1290,V-1486,A-1410,P-1724,2026-06-26 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1291,V-1487,A-1410,P-2870,2026-08-08 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1292,V-1488,A-1410,P-2165,2026-06-03 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1293,V-1489,A-1410,P-1625,2026-07-11 11:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1294,V-1490,A-1411,P-1528,2026-07-11 10:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1295,V-1491,A-1411,P-1720,2026-05-23 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1296,V-1492,A-1411,P-2232,2026-08-10 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1297,V-1493,A-1412,P-1751,2026-07-09 13:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1298,V-1494,A-1412,P-2497,2026-07-31 13:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1299,V-1495,A-1412,P-2944,2026-06-04 15:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1300,V-1496,A-1413,P-2927,2026-05-20 09:00:00,3,0.0,PRICE|TRANSPORT|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1301,V-1498,A-1414,P-2617,2026-07-13 09:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1302,V-1499,A-1414,P-2374,2026-07-07 09:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1303,V-1500,A-1414,P-2369,2026-08-07 15:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1304,V-1501,A-1414,P-1059,2026-07-26 17:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1305,V-1502,A-1415,P-1370,2026-05-19 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1306,V-1503,A-1415,P-2392,2026-07-06 12:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1307,V-1504,A-1415,P-2243,2026-07-08 16:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1308,V-1505,A-1415,P-2661,2026-05-26 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1309,V-1506,A-1415,P-2679,2026-05-13 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1310,V-1507,A-1416,P-1082,2026-06-29 17:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1311,V-1508,A-1416,P-2734,2026-07-16 15:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1312,V-1509,A-1416,P-2317,2026-07-10 17:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1313,V-1511,A-1416,P-2130,2026-05-18 09:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1314,V-1512,A-1416,P-2216,2026-07-22 16:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1315,V-1513,A-1417,P-1428,2026-08-10 13:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1316,V-1514,A-1417,P-2997,2026-06-02 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1317,V-1515,A-1417,P-2711,2026-07-17 09:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1318,V-1516,A-1417,P-2908,2026-05-25 14:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1319,V-1517,A-1418,P-1342,2026-07-07 10:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1320,V-1518,A-1418,P-1901,2026-05-08 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1321,V-1519,A-1418,P-2144,2026-05-14 16:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1322,V-1520,A-1418,P-2607,2026-05-26 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1323,V-1521,A-1418,P-2946,2026-07-25 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1324,V-1522,A-1419,P-1012,2026-07-26 12:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1325,V-1523,A-1419,P-2205,2026-07-19 17:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1326,V-1524,A-1419,P-1281,2026-08-03 11:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1327,V-1525,A-1419,P-1833,2026-06-20 10:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1328,V-1526,A-1420,P-1580,2026-05-15 10:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1329,V-1527,A-1420,P-2021,2026-05-21 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-1330,V-1528,A-1420,P-1331,2026-07-05 16:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-1331,V-1529,A-1420,P-1893,2026-08-05 12:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1332,V-1530,A-1421,P-1492,2026-07-18 16:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1333,V-1531,A-1421,P-1754,2026-07-29 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1334,V-1532,A-1421,P-2851,2026-05-30 12:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1335,V-1533,A-1421,P-2583,2026-06-04 15:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1336,V-1534,A-1423,P-1192,2026-08-05 14:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1337,V-1535,A-1423,P-1580,2026-07-13 14:00:00,3,0.0,PRICE|TRANSPORT|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1338,V-1536,A-1424,P-1283,2026-05-18 11:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1339,V-1537,A-1424,P-2778,2026-07-11 10:00:00,2,-0.5,PRICE|AREA,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1340,V-1538,A-1425,P-1675,2026-07-30 15:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1341,V-1539,A-1425,P-1798,2026-05-22 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-1342,V-1541,A-1426,P-2929,2026-07-13 12:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1343,V-1542,A-1426,P-2442,2026-05-19 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1344,V-1543,A-1426,P-2724,2026-06-16 13:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1345,V-1544,A-1427,P-1634,2026-06-14 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1346,V-1545,A-1427,P-2865,2026-05-18 10:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1347,V-1546,A-1427,P-1286,2026-07-03 11:00:00,4,0.5,PRICE|TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1348,V-1548,A-1428,P-1617,2026-05-23 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-1349,V-1550,A-1428,P-2543,2026-05-11 10:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1350,V-1551,A-1428,P-1267,2026-07-16 09:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1351,V-1552,A-1429,P-2197,2026-06-25 16:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-1352,V-1553,A-1429,P-1102,2026-06-21 14:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1353,V-1554,A-1429,P-2821,2026-07-03 15:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1354,V-1555,A-1430,P-1118,2026-05-03 09:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1355,V-1556,A-1430,P-2637,2026-05-23 09:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1356,V-1557,A-1430,P-2875,2026-05-14 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1357,V-1558,A-1430,P-2218,2026-07-07 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-1358,V-1559,A-1430,P-1598,2026-05-09 16:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1359,V-1560,A-1431,P-1839,2026-06-09 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1360,V-1561,A-1431,P-1933,2026-05-07 14:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1361,V-1562,A-1431,P-2147,2026-07-10 17:00:00,4,0.5,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1362,V-1563,A-1431,P-2715,2026-08-04 12:00:00,1,-1.0,CONDITION,Applicant had reservations and asked for better matching alternatives.
F-1363,V-1565,A-1432,P-2921,2026-05-16 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1364,V-1568,A-1432,P-2305,2026-08-09 14:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1365,V-1569,A-1432,P-1752,2026-07-24 14:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1366,V-1570,A-1432,P-1120,2026-07-14 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1367,V-1571,A-1433,P-1542,2026-06-04 16:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1368,V-1572,A-1434,P-1884,2026-07-31 15:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1369,V-1573,A-1434,P-2601,2026-05-16 16:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1370,V-1574,A-1434,P-1814,2026-06-07 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1371,V-1575,A-1434,P-2967,2026-07-28 12:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1372,V-1576,A-1435,P-2748,2026-06-05 12:00:00,3,0.0,PRICE|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1373,V-1577,A-1435,P-1499,2026-08-04 12:00:00,5,1.0,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1374,V-1578,A-1436,P-2920,2026-06-07 17:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1375,V-1579,A-1436,P-2271,2026-05-11 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1376,V-1580,A-1436,P-2765,2026-07-08 09:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-1377,V-1581,A-1436,P-1180,2026-06-25 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1378,V-1582,A-1437,P-2540,2026-05-21 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1379,V-1583,A-1438,P-2215,2026-07-23 10:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1380,V-1584,A-1438,P-2811,2026-05-08 09:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1381,V-1585,A-1439,P-1337,2026-07-29 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1382,V-1587,A-1439,P-1121,2026-06-07 16:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1383,V-1588,A-1439,P-1497,2026-05-15 15:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1384,V-1589,A-1440,P-2107,2026-08-01 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1385,V-1590,A-1440,P-1740,2026-05-19 17:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-1386,V-1592,A-1441,P-1530,2026-06-06 10:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-1387,V-1593,A-1441,P-1745,2026-06-26 14:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-1388,V-1594,A-1442,P-1367,2026-06-15 12:00:00,2,-0.5,PRICE|AREA|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1389,V-1595,A-1442,P-1599,2026-07-03 16:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-1390,V-1596,A-1442,P-2450,2026-06-09 12:00:00,4,0.5,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1391,V-1597,A-1443,P-2758,2026-08-08 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-1392,V-1598,A-1443,P-2503,2026-05-16 16:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1393,V-1599,A-1444,P-2329,2026-07-02 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1394,V-1600,A-1444,P-1573,2026-07-11 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-1395,V-1601,A-1444,P-1291,2026-06-23 15:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-1396,V-1605,A-1446,P-2094,2026-07-17 11:00:00,5,1.0,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1397,V-1606,A-1446,P-2618,2026-06-29 15:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1398,V-1607,A-1446,P-2362,2026-07-07 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-1399,V-1608,A-1447,P-1278,2026-07-14 09:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1400,V-1609,A-1447,P-2032,2026-07-19 11:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-1401,V-1610,A-1447,P-2657,2026-05-25 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1402,V-1611,A-1447,P-2379,2026-08-09 14:00:00,3,0.0,TERMS,Applicant had reservations and asked for better matching alternatives.
F-1403,V-1613,A-1448,P-2482,2026-06-11 10:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1404,V-1614,A-1448,P-2018,2026-06-02 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1405,V-1615,A-1448,P-1159,2026-06-02 11:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-1406,V-1616,A-1448,P-2924,2026-06-11 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1407,V-1617,A-1448,P-2321,2026-05-15 10:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-1408,V-1618,A-1449,P-1804,2026-07-12 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
