property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-1958,CR0 8GM,London,Croydon,flat,2,2,2650,,940,True,False,True,True,False,2026-10-17,balcony|garden|gym|river-view,"A well-presented 2-bed flat in Croydon priced at £2650 pcm. Highlights include balcony, garden, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.392345,-0.100151
P-1959,SW6 7AL,London,Fulham,flat,2,2,4275,,1044,True,True,False,True,True,2026-09-23,balcony|concierge|parking|pet-friendly,"A well-presented 2-bed flat in Fulham priced at £4275 pcm. Highlights include balcony, concierge, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.477408,-0.178125
P-1960,SW4 9DL,London,Clapham,house,2,2,3400,,1086,False,True,False,False,False,2026-08-10,gym|parking|school,"A well-presented 2-bed house in Clapham priced at £3400 pcm. Highlights include gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.453801,-0.150056
P-1961,SW3 8GL,London,Chelsea,house,2,2,5075,,778,True,False,True,True,True,2026-08-29,balcony|pet-friendly|school|transport|workspace,"A well-presented 2-bed house in Chelsea priced at £5075 pcm. Highlights include balcony, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.504803,-0.177923
P-1962,SW4 9CP,London,Clapham,flat,1,1,2975,,861,False,False,False,True,False,2026-07-30,balcony|school|transport,"A well-presented 1-bed flat in Clapham priced at £2975 pcm. Highlights include balcony, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.459725,-0.137842
P-1963,SW6 7CN,London,Fulham,flat,2,2,4050,,1078,False,True,True,True,True,2026-10-19,balcony|garden|parking|pet-friendly|transport,"A well-presented 2-bed flat in Fulham priced at £4050 pcm. Highlights include balcony, garden, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.469352,-0.181108
P-1964,SW11 1AM,London,Battersea,flat,3,3,4125,,1233,True,True,False,True,True,2026-10-20,concierge|gym|river-view|workspace,"A well-presented 3-bed flat in Battersea priced at £4125 pcm. Highlights include concierge, gym, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471479,-0.191386
P-1965,E20 6GJ,London,Stratford,maisonette,3,3,3250,,1156,False,True,False,True,False,2026-08-11,balcony|concierge|parking,"A well-presented 3-bed maisonette in Stratford priced at £3250 pcm. Highlights include balcony, concierge, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.545937,0.01178
P-1966,SW19 7AM,London,Wimbledon,flat,2,2,3075,,935,False,True,True,True,True,2026-09-10,balcony|garden|parking|pet-friendly|workspace,"A well-presented 2-bed flat in Wimbledon priced at £3075 pcm. Highlights include balcony, garden, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.403824,-0.182733
P-1967,N1 3DJ,London,Islington,house,4,3,4000,,1233,True,True,True,True,False,2026-08-07,garden|parking|river-view|transport,"A well-presented 4-bed house in Islington priced at £4000 pcm. Highlights include garden, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.556268,-0.103485
P-1968,E20 5EL,London,Stratford,flat,3,3,4100,,1168,False,True,False,False,False,2026-08-26,concierge|gym|parking|river-view|school|workspace,"A well-presented 3-bed flat in Stratford priced at £4100 pcm. Highlights include concierge, gym, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.538498,0.044187
P-1969,E20 2BK,London,Stratford,house,1,1,2350,,661,False,False,True,True,True,2026-09-11,balcony|garden|gym|pet-friendly|river-view|school,"A well-presented 1-bed house in Stratford priced at £2350 pcm. Highlights include balcony, garden, gym, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.538317,0.007979
P-1970,SE10 3HN,London,Greenwich,flat,4,3,4550,,1504,True,True,False,True,True,2026-10-16,balcony|parking|pet-friendly,"A well-presented 4-bed flat in Greenwich priced at £4550 pcm. Highlights include balcony, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.4697,-0.005458
P-1971,SW6 5CL,London,Fulham,house,2,2,4225,,875,True,True,True,True,True,2026-08-18,balcony|garden|parking|transport,"A well-presented 2-bed house in Fulham priced at £4225 pcm. Highlights include balcony, garden, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.497784,-0.200098
P-1972,CR0 1HJ,London,Croydon,flat,1,1,2100,,587,True,True,True,False,True,2026-10-09,concierge|garden|gym|parking|pet-friendly|river-view,"A well-presented 1-bed flat in Croydon priced at £2100 pcm. Highlights include concierge, garden, gym, parking, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.378572,-0.090988
P-1973,SW6 1CP,London,Fulham,flat,2,2,3925,,942,True,True,False,True,False,2026-09-09,concierge|parking|school|transport,"A well-presented 2-bed flat in Fulham priced at £3925 pcm. Highlights include concierge, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.487828,-0.224364
P-1974,E14 7BK,London,Canary Wharf,flat,1,2,2950,,738,True,True,False,True,True,2026-07-28,balcony|pet-friendly|transport,"A well-presented 1-bed flat in Canary Wharf priced at £2950 pcm. Highlights include balcony, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.516575,-0.010326
P-1975,SW19 4HN,London,Wimbledon,flat,2,2,3675,,960,True,False,True,False,True,2026-09-06,garden|pet-friendly|river-view,"A well-presented 2-bed flat in Wimbledon priced at £3675 pcm. Highlights include garden, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.418624,-0.216776
P-1976,CR0 7EK,London,Croydon,flat,1,1,2425,,770,True,True,False,False,True,2026-07-26,gym|parking|river-view|school,"A well-presented 1-bed flat in Croydon priced at £2425 pcm. Highlights include gym, parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.368108,-0.11159
P-1977,E8 3FK,London,Hackney,house,1,1,2550,,641,False,True,False,False,True,2026-09-15,parking|pet-friendly|river-view|transport,"A well-presented 1-bed house in Hackney priced at £2550 pcm. Highlights include parking, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.544007,-0.050924
P-1978,E8 9DK,London,Hackney,flat,1,1,2850,,701,True,True,False,True,True,2026-08-17,concierge|parking|pet-friendly|river-view|school|workspace,"A well-presented 1-bed flat in Hackney priced at £2850 pcm. Highlights include concierge, parking, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.550202,-0.064454
P-1979,SW19 8BN,London,Wimbledon,flat,2,3,3500,,902,True,True,False,False,True,2026-09-19,concierge|parking|pet-friendly|river-view|school,"A well-presented 2-bed flat in Wimbledon priced at £3500 pcm. Highlights include concierge, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.409486,-0.232414
P-1980,N1 8AP,London,Islington,house,3,3,3975,,1299,True,False,True,True,False,2026-09-11,balcony|concierge|garden|gym|school|transport,"A well-presented 3-bed house in Islington priced at £3975 pcm. Highlights include balcony, concierge, garden, gym, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.545023,-0.095212
P-1981,SW19 3HL,London,Wimbledon,flat,3,3,4150,,1196,True,False,True,True,True,2026-10-10,concierge|garden|gym|pet-friendly|workspace,"A well-presented 3-bed flat in Wimbledon priced at £4150 pcm. Highlights include concierge, garden, gym, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.4141,-0.195734
P-1982,SW6 6DP,London,Fulham,house,3,3,4475,,1261,True,False,False,True,True,2026-08-20,gym|school|workspace,"A well-presented 3-bed house in Fulham priced at £4475 pcm. Highlights include gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481517,-0.216197
P-1983,N1 9CK,London,Islington,house,2,2,3850,,948,True,True,True,True,True,2026-09-15,balcony|concierge|parking|river-view|workspace,"A well-presented 2-bed house in Islington priced at £3850 pcm. Highlights include balcony, concierge, parking, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.558586,-0.096476
P-1984,E20 8BJ,London,Stratford,studio,0,1,1825,,848,False,True,False,False,True,2026-09-10,concierge|gym|parking|river-view|school|workspace,"A well-presented 0-bed studio in Stratford priced at £1825 pcm. Highlights include concierge, gym, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.531821,-0.003334
P-1985,SW3 8FL,London,Chelsea,flat,2,2,5475,,941,True,True,True,False,True,2026-09-09,garden|parking|river-view|transport,"A well-presented 2-bed flat in Chelsea priced at £5475 pcm. Highlights include garden, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.473232,-0.169598
P-1986,E20 5BL,London,Stratford,flat,2,3,3250,,930,True,True,False,False,True,2026-09-25,concierge|gym|parking|pet-friendly|workspace,"A well-presented 2-bed flat in Stratford priced at £3250 pcm. Highlights include concierge, gym, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.528291,0.003139
P-1987,E14 6CJ,London,Canary Wharf,flat,4,3,4375,,1462,False,True,True,False,True,2026-08-23,concierge|garden|gym|parking|river-view|workspace,"A well-presented 4-bed flat in Canary Wharf priced at £4375 pcm. Highlights include concierge, garden, gym, parking, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.48902,-0.010873
P-1988,SW11 6AK,London,Battersea,flat,3,3,3675,,1210,True,True,False,True,True,2026-07-25,balcony|concierge|parking|pet-friendly|school|transport,"A well-presented 3-bed flat in Battersea priced at £3675 pcm. Highlights include balcony, concierge, parking, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.457151,-0.160822
P-1989,SW11 7FL,London,Battersea,flat,2,3,3825,,947,True,False,False,True,True,2026-09-16,balcony|pet-friendly|river-view|school|workspace,"A well-presented 2-bed flat in Battersea priced at £3825 pcm. Highlights include balcony, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.477047,-0.172313
P-1990,E8 8BP,London,Hackney,flat,3,3,3950,,1170,True,True,True,True,True,2026-09-27,balcony|garden|parking|river-view,"A well-presented 3-bed flat in Hackney priced at £3950 pcm. Highlights include balcony, garden, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.549701,-0.067195
P-1991,E20 2BJ,London,Stratford,flat,1,2,2400,,782,True,True,False,True,False,2026-07-25,balcony|gym|river-view|workspace,"A well-presented 1-bed flat in Stratford priced at £2400 pcm. Highlights include balcony, gym, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.533315,0.009694
P-1992,SW11 4BK,London,Battersea,house,2,2,4275,,862,False,True,True,True,False,2026-08-04,concierge|parking|river-view,"A well-presented 2-bed house in Battersea priced at £4275 pcm. Highlights include concierge, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.466934,-0.149282
P-1993,E14 4HN,London,Canary Wharf,flat,1,2,2975,,659,True,False,False,True,False,2026-08-16,balcony|gym|transport|workspace,"A well-presented 1-bed flat in Canary Wharf priced at £2975 pcm. Highlights include balcony, gym, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.517753,-0.009159
P-1994,SW3 4BP,London,Chelsea,flat,1,1,4975,,682,True,False,False,True,False,2026-08-17,concierge|river-view|transport,"A well-presented 1-bed flat in Chelsea priced at £4975 pcm. Highlights include concierge, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.487774,-0.155425
P-1995,SE10 5FP,London,Greenwich,house,4,3,3375,,1522,True,False,True,True,True,2026-09-29,concierge|garden|pet-friendly|river-view,"A well-presented 4-bed house in Greenwich priced at £3375 pcm. Highlights include concierge, garden, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.482309,0.013944
P-1996,E14 7BP,London,Canary Wharf,flat,2,3,4025,,937,True,False,True,True,True,2026-09-19,concierge|garden|gym|pet-friendly|transport,"A well-presented 2-bed flat in Canary Wharf priced at £4025 pcm. Highlights include concierge, garden, gym, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.50133,-0.002498
P-1997,E14 6HL,London,Canary Wharf,maisonette,1,1,4000,,655,True,True,False,False,False,2026-08-31,gym|parking|workspace,"A well-presented 1-bed maisonette in Canary Wharf priced at £4000 pcm. Highlights include gym, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.514172,-0.035212
P-1998,SW4 8FM,London,Clapham,flat,2,2,3525,,915,True,True,False,True,False,2026-09-21,balcony|concierge|parking|transport,"A well-presented 2-bed flat in Clapham priced at £3525 pcm. Highlights include balcony, concierge, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.451986,-0.147371
P-1999,SW3 7FJ,London,Chelsea,flat,2,2,5175,,784,False,False,False,True,True,2026-10-16,balcony|concierge|pet-friendly|river-view|transport|workspace,"A well-presented 2-bed flat in Chelsea priced at £5175 pcm. Highlights include balcony, concierge, pet-friendly, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.462896,-0.155395
P-2000,SE10 8GK,London,Greenwich,flat,2,2,3075,,970,True,False,False,True,True,2026-10-02,balcony|gym|transport|workspace,"A well-presented 2-bed flat in Greenwich priced at £3075 pcm. Highlights include balcony, gym, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472274,-0.022298
P-2001,N1 2BL,London,Islington,flat,2,3,3475,,992,False,True,False,True,True,2026-09-23,balcony|gym|pet-friendly|river-view|school|workspace,"A well-presented 2-bed flat in Islington priced at £3475 pcm. Highlights include balcony, gym, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.563628,-0.11335
P-2002,SW19 6EP,London,Wimbledon,flat,1,2,2675,,704,True,False,False,True,False,2026-09-16,balcony|river-view|school|workspace,"A well-presented 1-bed flat in Wimbledon priced at £2675 pcm. Highlights include balcony, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.417139,-0.198933
P-2003,SW19 8BJ,London,Wimbledon,flat,3,3,4225,,1130,True,True,True,False,True,2026-09-09,garden|parking|river-view|school,"A well-presented 3-bed flat in Wimbledon priced at £4225 pcm. Highlights include garden, parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.428931,-0.211431
P-2004,E8 6DK,London,Hackney,flat,1,1,2925,,573,True,True,False,True,True,2026-10-12,balcony|concierge|parking|pet-friendly|river-view,"A well-presented 1-bed flat in Hackney priced at £2925 pcm. Highlights include balcony, concierge, parking, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553163,-0.058879
P-2005,SW19 2GK,London,Wimbledon,maisonette,2,3,3700,,855,True,False,False,True,False,2026-09-03,balcony|river-view|school|workspace,"A well-presented 2-bed maisonette in Wimbledon priced at £3700 pcm. Highlights include balcony, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.431825,-0.227754
P-2006,E20 3FJ,London,Stratford,studio,0,1,2375,,799,False,False,True,True,True,2026-08-24,balcony|garden|gym|pet-friendly|river-view|workspace,"A well-presented 0-bed studio in Stratford priced at £2375 pcm. Highlights include balcony, garden, gym, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.531574,-0.011664
P-2007,EC2A 6DP,London,Shoreditch,flat,1,1,3775,,627,False,True,False,False,True,2026-10-08,concierge|parking|pet-friendly|river-view|school,"A well-presented 1-bed flat in Shoreditch priced at £3775 pcm. Highlights include concierge, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.513923,-0.073737
P-2008,SW19 7GP,London,Wimbledon,studio,0,1,2550,,609,True,False,True,True,True,2026-08-31,balcony|garden|transport,"A well-presented 0-bed studio in Wimbledon priced at £2550 pcm. Highlights include balcony, garden, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.423642,-0.195796
P-2009,N1 7CN,London,Islington,flat,3,3,3525,,1157,True,False,False,True,True,2026-09-02,concierge|pet-friendly|school|transport|workspace,"A well-presented 3-bed flat in Islington priced at £3525 pcm. Highlights include concierge, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539758,-0.097172
P-2010,E20 6HL,London,Stratford,maisonette,2,2,3825,,921,True,False,True,True,True,2026-09-02,balcony|concierge|garden|gym|river-view|workspace,"A well-presented 2-bed maisonette in Stratford priced at £3825 pcm. Highlights include balcony, concierge, garden, gym, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.542623,0.007802
P-2011,SW11 1EL,London,Battersea,flat,2,3,4275,,1015,True,True,False,False,True,2026-10-04,parking|pet-friendly|workspace,"A well-presented 2-bed flat in Battersea priced at £4275 pcm. Highlights include parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.465368,-0.170247
P-2012,E14 2FL,London,Canary Wharf,house,1,1,3000,,613,False,True,True,True,False,2026-08-03,concierge|gym|river-view,"A well-presented 1-bed house in Canary Wharf priced at £3000 pcm. Highlights include concierge, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.489018,-0.03629
P-2013,E8 3BK,London,Hackney,flat,2,2,3400,,937,True,False,False,False,True,2026-08-13,pet-friendly|river-view|transport,"A well-presented 2-bed flat in Hackney priced at £3400 pcm. Highlights include pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.546763,-0.064698
P-2014,E20 1DM,London,Stratford,studio,0,1,2350,,780,True,True,False,True,True,2026-07-29,balcony|parking|pet-friendly|transport|workspace,"A well-presented 0-bed studio in Stratford priced at £2350 pcm. Highlights include balcony, parking, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.572432,0.017176
P-2015,EC2A 5HJ,London,Shoreditch,house,1,2,3275,,598,True,True,False,False,False,2026-10-21,concierge|parking|school|workspace,"A well-presented 1-bed house in Shoreditch priced at £3275 pcm. Highlights include concierge, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.507519,-0.06732
P-2016,E8 2FN,London,Hackney,flat,1,1,3075,,729,True,False,False,True,False,2026-09-12,balcony|transport|workspace,"A well-presented 1-bed flat in Hackney priced at £3075 pcm. Highlights include balcony, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.536065,-0.062759
P-2017,EC2A 5FK,London,Shoreditch,flat,1,1,3700,,789,True,False,True,True,True,2026-08-26,garden|school|workspace,"A well-presented 1-bed flat in Shoreditch priced at £3700 pcm. Highlights include garden, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.513371,-0.066543
P-2018,E8 2AM,London,Hackney,flat,1,1,2825,,719,True,True,True,False,True,2026-08-19,garden|parking|river-view|transport|workspace,"A well-presented 1-bed flat in Hackney priced at £2825 pcm. Highlights include garden, parking, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.547412,-0.062909
P-2019,EC2A 5DN,London,Shoreditch,house,2,2,3925,,990,True,True,True,True,True,2026-09-01,balcony|garden|parking|transport|workspace,"A well-presented 2-bed house in Shoreditch priced at £3925 pcm. Highlights include balcony, garden, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.513735,-0.097047
P-2020,E14 7CM,London,Canary Wharf,flat,2,2,3700,,887,True,True,False,True,False,2026-10-03,balcony|parking|river-view|workspace,"A well-presented 2-bed flat in Canary Wharf priced at £3700 pcm. Highlights include balcony, parking, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.50235,-0.040901
P-2021,SW19 5AL,London,Wimbledon,flat,1,1,3200,,728,True,True,False,True,True,2026-09-10,gym|pet-friendly|transport|workspace,"A well-presented 1-bed flat in Wimbledon priced at £3200 pcm. Highlights include gym, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.416697,-0.22472
P-2022,SW11 6BL,London,Battersea,flat,2,2,4150,,904,True,True,False,False,False,2026-10-15,gym|parking|transport|workspace,"A well-presented 2-bed flat in Battersea priced at £4150 pcm. Highlights include gym, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.452982,-0.156839
P-2023,E14 4BP,London,Canary Wharf,flat,2,3,3775,,874,True,False,True,False,False,2026-10-19,concierge|garden|gym,"A well-presented 2-bed flat in Canary Wharf priced at £3775 pcm. Highlights include concierge, garden, gym. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.499181,0.000355
P-2024,SW4 5EJ,London,Clapham,flat,2,3,3750,,1008,True,True,False,False,False,2026-10-04,concierge|gym|parking|river-view|school|transport,"A well-presented 2-bed flat in Clapham priced at £3750 pcm. Highlights include concierge, gym, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.457542,-0.158359
P-2025,SW3 1HM,London,Chelsea,flat,3,3,5850,,1303,True,True,False,True,True,2026-09-14,balcony|gym|parking|pet-friendly,"A well-presented 3-bed flat in Chelsea priced at £5850 pcm. Highlights include balcony, gym, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.507465,-0.163206
P-2026,SE10 4DP,London,Greenwich,maisonette,3,3,3250,,1229,True,True,True,True,False,2026-07-24,garden|gym|school,"A well-presented 3-bed maisonette in Greenwich priced at £3250 pcm. Highlights include garden, gym, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490434,0.008178
P-2027,CR0 2FM,London,Croydon,flat,1,1,1850,,668,True,True,False,True,True,2026-10-01,balcony|parking|pet-friendly|river-view|school|transport,"A well-presented 1-bed flat in Croydon priced at £1850 pcm. Highlights include balcony, parking, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.389359,-0.137643
P-2028,SE10 6HL,London,Greenwich,flat,2,2,3350,,977,True,True,False,False,False,2026-08-11,concierge|parking|river-view|school|workspace,"A well-presented 2-bed flat in Greenwich priced at £3350 pcm. Highlights include concierge, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478192,-0.012657
P-2029,CR0 3FL,London,Croydon,house,3,3,3050,,1298,True,True,True,True,True,2026-09-21,balcony|garden|parking|pet-friendly|school|transport,"A well-presented 3-bed house in Croydon priced at £3050 pcm. Highlights include balcony, garden, parking, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.387992,-0.123401
P-2030,SW3 3DP,London,Chelsea,house,1,1,5200,,775,True,True,True,False,False,2026-08-03,concierge|garden|parking|transport,"A well-presented 1-bed house in Chelsea priced at £5200 pcm. Highlights include concierge, garden, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472391,-0.154534
P-2031,E8 6HJ,London,Hackney,house,2,2,3250,,974,True,False,False,False,False,2026-09-09,gym|school|transport,"A well-presented 2-bed house in Hackney priced at £3250 pcm. Highlights include gym, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.547882,-0.032744
P-2032,SW6 8CP,London,Fulham,maisonette,3,3,4350,,1253,True,True,False,True,True,2026-07-24,balcony|gym|parking|pet-friendly|school|transport,"A well-presented 3-bed maisonette in Fulham priced at £4350 pcm. Highlights include balcony, gym, parking, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.492705,-0.191434
P-2033,SW4 4BK,London,Clapham,maisonette,2,2,3700,,980,True,False,False,False,False,2026-07-26,concierge|gym|river-view,"A well-presented 2-bed maisonette in Clapham priced at £3700 pcm. Highlights include concierge, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.458775,-0.156537
P-2034,E14 1EL,London,Canary Wharf,flat,4,3,4775,,1428,True,True,False,False,False,2026-09-09,concierge|gym|school|workspace,"A well-presented 4-bed flat in Canary Wharf priced at £4775 pcm. Highlights include concierge, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.501481,-0.00854
P-2035,EC2A 7BM,London,Shoreditch,flat,1,2,3175,,769,True,False,False,True,False,2026-10-07,balcony|concierge|river-view|school|transport|workspace,"A well-presented 1-bed flat in Shoreditch priced at £3175 pcm. Highlights include balcony, concierge, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.520067,-0.04895
P-2036,SW19 2HM,London,Wimbledon,house,2,3,3325,,1044,True,True,True,True,True,2026-09-05,balcony|pet-friendly|river-view|school|transport|workspace,"A well-presented 2-bed house in Wimbledon priced at £3325 pcm. Highlights include balcony, pet-friendly, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.396532,-0.223535
P-2037,EC2A 1CN,London,Shoreditch,flat,2,3,4225,,949,True,True,True,True,False,2026-07-27,balcony|garden|parking|river-view|school|transport,"A well-presented 2-bed flat in Shoreditch priced at £4225 pcm. Highlights include balcony, garden, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.528275,-0.115068
P-2038,SW6 2HK,London,Fulham,flat,2,2,3925,,863,False,False,True,True,True,2026-08-30,garden|pet-friendly|river-view|workspace,"A well-presented 2-bed flat in Fulham priced at £3925 pcm. Highlights include garden, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481739,-0.189943
P-2039,SE10 3GJ,London,Greenwich,flat,2,2,3050,,945,True,False,False,True,True,2026-08-16,concierge|gym|pet-friendly|transport|workspace,"A well-presented 2-bed flat in Greenwich priced at £3050 pcm. Highlights include concierge, gym, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.484911,0.035358
P-2040,EC2A 1HM,London,Shoreditch,flat,2,2,3675,,922,True,True,False,True,False,2026-10-21,balcony|gym|parking|river-view|school|transport,"A well-presented 2-bed flat in Shoreditch priced at £3675 pcm. Highlights include balcony, gym, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.513071,-0.118382
P-2041,E8 7BJ,London,Hackney,studio,0,1,2675,,929,True,True,False,True,False,2026-08-26,gym|parking|school,"A well-presented 0-bed studio in Hackney priced at £2675 pcm. Highlights include gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.554696,-0.070565
P-2042,CR0 4HP,London,Croydon,flat,1,2,2125,,571,True,True,False,True,True,2026-09-09,balcony|concierge|gym|pet-friendly|school|transport,"A well-presented 1-bed flat in Croydon priced at £2125 pcm. Highlights include balcony, concierge, gym, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.364427,-0.113145
P-2043,SW6 3GJ,London,Fulham,flat,2,2,4425,,979,True,False,False,True,True,2026-07-31,concierge|gym|pet-friendly,"A well-presented 2-bed flat in Fulham priced at £4425 pcm. Highlights include concierge, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471189,-0.197548
